Unnamed: 0,id,ad_creation_time,text_column,ad_creative_link_titles,ad_creative_link_descriptions,ad_creative_link_titles_2,ad_delivery_start_time,ad_delivery_stop_time,delivery_by_region,demographic_distribution,estimated_audience_size_lower_bound,estimated_audience_size_upper_bound,impressions_lower_bound,impressions_upper_bound,page_name,publisher_platforms,spend_lower_bound,spend_upper_bound,days_publicated,polaridad,sentimiento,translated_column
10,1.16992E+15,10/01/2023,"[""¿Alguna vez te has preguntado por qué algunas personas logran tanto en la vida, mientras que otras se quedan estancadas? Una de las principales razones es la educación.\n\nNo hay nada más importante que asegurar que nuestros hijos reciban una educación de calidad. Esto les ayudará a tener éxito en la vida y a enfrentar los desafíos del futuro.\n\nCon Segubeca garantiza que su sueño y futuro se haga realidad, no permitas que nada detenga su sueño, asegúrate de que logre alcanzarlo, como padres, es nuestra responsabilidad proporcionarles todas las herramientas y apoyo necesarios para lograrlo.\n\n#SegurosMonterreyNewYorkLife #SeguBeca #360seguros #NosMueveElAmor""]","[""360seguros.com.mx""]","[""asegura su futuro profesional""]","[""landing – 360 Seguros""]",10/01/2023,10/01/2023,"[{""percentage"":""0.301818"",""region"":""Distrito Federal""},{""percentage"":""0.018182"",""region"":""Guerrero""},{""percentage"":""0.054545"",""region"":""Hidalgo""},{""percentage"":""0.512727"",""region"":""State of Mexico""},{""percentage"":""0.007273"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.065455"",""region"":""Morelos""},{""percentage"":""0.021818"",""region"":""Puebla""},{""percentage"":""0.018182"",""region"":""Tlaxcala""}]","[{""percentage"":""0.050909"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.065455"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.152727"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.152727"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.054545"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.174545"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.065455"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.2"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.065455"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.018182"",""age"":""18-24"",""gender"":""male""}]",1000001,,0,999,360 Seguros,"[""facebook"",""instagram"",""audience_network"",""messenger""]",0,99,0,0.264583333,positivo,"<pad> [""Have you ever wondered why some people achieve so much in life, while others remain stagnant?One of the main reasons is education.\n\n\nThere is nothing more important than ensuring that our children receive a quality education.This will help them succeed in life and face the challenges of the future.\n\nCon Segubeca ensures that their dream and future come true, do not let anything stop their dream, make sure they achieve it, as parents, it is our responsibility to provide them with all the tools and support necessary to achieve it.\n\n#SegurosMonterreyNewYorkLife #SeguBeca #360insurances #NosMoveElAmor""]</s>"
11,5.81636E+14,17/11/2021,"[""¡Consiéntete este buen fin en 360 SPA! \nCuida tu piel de los daños que ocasionan los cambios climáticos.🥶\nEs el momento, haz tu cita y aprovecha nuestras fantásticas promociones.🙌\nVálido hasta el 30 de Noviembre 2021\n\nAgenda tu cita llamando a los teléfonos: ☎️516-6206, 565-2287 o 218-0224. También nos puedes enviar un mensaje a nuestra pagina📬. ¡Te lo mereces! #360SPA""]",,,,17/11/2021,17/11/2021,"[{""percentage"":""0.966667"",""region"":""Baja California""},{""percentage"":""0.033333"",""region"":""California""}]","[{""percentage"":""0.402318"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.597682"",""age"":""25-34"",""gender"":""female""}]",100001,500000,0,999,360 SPA,"[""facebook"",""instagram"",""messenger""]",0,99,0,0.6875,positivo,"<pad> [""Consist this good end in 360 SPA! Take care of your skin from the damage caused by climate changes.<unk> nIt's time, make your appointment and take advantage of our fantastic promotions.<unk> nValid until November 30, 2021\n\n\nAgenda your appointment by calling: <unk> 516-6206, 565-2287 or 218-0224. You can also send us a message to our page<unk>. You deserve it! #360SPA""]</s>"
12,6.11077E+14,03/10/2022,"[""Porque lo tiene todo Dra. Atenea Andrade ?\n\nPregunta por nuestros paquetes 💃 \n\nCabina 360 !! Para todo tipo de evento !!""]",,,,03/10/2022,04/10/2022,"[{""percentage"":""0.965986"",""region"":""Tamaulipas""},{""percentage"":""0.034014"",""region"":""Texas""}]","[{""percentage"":""0.000367"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000734"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.000734"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.000734"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.007706"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.007339"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.002936"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.246239"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.026055"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.014679"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.149358"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.469725"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.064954"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.00844"",""age"":""65+"",""gender"":""female""}]",,,3000,3999,360• Vg-Party,"[""facebook"",""instagram""]",0,99,1,0,neutro,"<pad> [""Because you have everything Dr. Athena Andrade?\nAsk for our packages <unk> \n\nCabin 360!! For all types of event!!""]</s>"
13,9.52901E+14,28/12/2022,"[""🔘#SempraInfraestructura a hecho un contrato ✍🏾a largo plazo con #RWESupply&Trading, subsidiaria de RWE (RWE: AG), para el suministro de aproximadamente 2.25 millones de toneladas anuales de #gasnaturallicuado. \n\nEste acuerdo es una total maravilla 👏🏾para el medio ambiente 🌳y es que se  #explorarán formas de reducir la intensidad de #carbono del Gas Natural. 🥳\n\nUna iniciativa muy importante 😎, ya que miles de empresas productoras dependen de las empresas generadoras de #energías. \n\n#Actualidad #Consumer""]","[""38consumer.com""]","[""Sempra Infraestructura, con sede en Estados Unidos, y RWE Supply & Trading, distribuidora de energía eléctrica en Europa, anunciaron la firma de un acuerdo comercial para la compraventa de 2.25…""]","[""Sempra Infraestructura y RWE firman acuerdo de distribución de GNL""]",29/12/2022,30/12/2022,"[{""percentage"":""0.010535"",""region"":""Aguascalientes""},{""percentage"":""0.011564"",""region"":""Nayarit""},{""percentage"":""0.017844"",""region"":""Yucatán""},{""percentage"":""0.05823"",""region"":""Veracruz""},{""percentage"":""0.010097"",""region"":""Tlaxcala""},{""percentage"":""0.07844"",""region"":""Tamaulipas""},{""percentage"":""0.020357"",""region"":""Tabasco""},{""percentage"":""0.047416"",""region"":""Sonora""},{""percentage"":""0.025176"",""region"":""Sinaloa""},{""percentage"":""0.027207"",""region"":""San Luis Potosi""},{""percentage"":""0.014756"",""region"":""Quintana Roo""},{""percentage"":""0.015955"",""region"":""Querétaro Arteaga""},{""percentage"":""0.034763"",""region"":""Puebla""},{""percentage"":""0.027563"",""region"":""Oaxaca""},{""percentage"":""0.036312"",""region"":""Nuevo León""},{""percentage"":""0.012955"",""region"":""Morelos""},{""percentage"":""0.048829"",""region"":""Baja California""},{""percentage"":""0.040518"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.074563"",""region"":""State of Mexico""},{""percentage"":""0.033296"",""region"":""Jalisco""},{""percentage"":""0.028225"",""region"":""Hidalgo""},{""percentage"":""0.025411"",""region"":""Guerrero""},{""percentage"":""0.046798"",""region"":""Guanajuato""},{""percentage"":""0.023336"",""region"":""Durango""},{""percentage"":""0.030448"",""region"":""Distrito Federal""},{""percentage"":""0.006362"",""region"":""Colima""},{""percentage"":""0.0531"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.0679"",""region"":""Chihuahua""},{""percentage"":""0.02909"",""region"":""Chiapas""},{""percentage"":""0.010129"",""region"":""Campeche""},{""percentage"":""0.0106"",""region"":""Baja California Sur""},{""percentage"":""0.022224"",""region"":""Zacatecas""}]","[{""percentage"":""0.000272"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.00067"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.059118"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.059837"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.097491"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.103287"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.113305"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.210921"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.238563"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.114487"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.001291"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.000757"",""age"":""25-34"",""gender"":""unknown""}]",1000001,,175000,199999,38 Consumer,"[""facebook"",""audience_network""]",800,899,1,0.055,neutro,"<pad> [""SempraInfrastructure has been made a long-term contract with #RWESupply&Trading, subsidiary of RWE (RWE: AG), for the supply of approximately 2.25 million tons of #naturalliquiated gas per year. \n\nThis agreement is a total wonder for the environment <unk> and it is that #explore ways to reduce the intensity of #natural gas carbon. <unk> n\nA very important initiative <unk>, since thousands of producing companies depend on the companies generating #energys. \n\n#News #Consumer""]</s>"
14,4.64481E+14,01/10/2022,"[""3ª. Carrera Urbana Bisquets Obregón 2022\n#LaRutaMasUrbana \n\nAdquiere tus códigos de inscripción en tus restaurantes favoritos:\n\n📍 Bisquets Obregón Villahermosa, Tabasco.\n📍 Bisquets Obregón Tuxtla Gutiérrez, Chiapas.\n\nO Inscríbete en línea 👉🏼 www.finisher.mx\n\nDescarga la Convocatoria OFICIAL aquí 👉🏼 https://drive.google.com/file/d/1VuiJttceuqCdLsPWvhBF60SN3d9q2eFV/view?usp=sharing\n\n#LaRutaMasUrbana #FinisherExperience #CarreraUrbanaBisquetsObregon #Ruta42 #SunpeedVillahermosa #huitziquetla""]",,,,02/10/2022,04/10/2022,"[{""percentage"":""0.00665"",""region"":""Chiapas""},{""percentage"":""0.99335"",""region"":""Tabasco""}]","[{""percentage"":""0.000307"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.165062"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.025507"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.04427"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.086823"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.118646"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.215403"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.162794"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.015819"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.000368"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.137899"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.006561"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.000552"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.009013"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.008278"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.000797"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.000123"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.001778"",""age"":""35-44"",""gender"":""unknown""}]",,,20000,24999,3a Carrera Urbana Bisquets Obregón 2022,"[""facebook"",""instagram""]",100,199,2,0.166666667,positivo,"<pad> [""3rd Urban Race Bisquets Obregón 2022\n#LaRutaMasUrbana \n\nBuy your registration codes at your favorite restaurants:\n\n<unk> Bisquets Obregón Villahermosa, Tabasco.\n<unk> Bisquets Obregón Tuxtla Gutiérrez, Chiapas.\n\n\nO Sign up online <unk> www.finisher.mx\n\nDownload the Official Call here <unk> https://drive.google.com/file/d/1VuiJtttceuqCdLsPWvhBF60SN3d9q2eFV/view?usp=sharing\n\n#LaRutaMasUrbana #FinisherExperience #CarreraUrbanaBisquetsObragon #Ruta42 #SunpeedVillamermosa #huitziquetla""]</s>"
15,4.31218E+14,03/10/2022,"[""GRACIAS A TODOS, que nos acompañaron a la RUTA DE RECONOCIMIENTO.\n\n3ª. Carrera Urbana Bisquets Obregón 2022\n#LaRutaMasUrbana \n\nAdquiere tus códigos de inscripción en tus restaurantes favoritos:\n\n📍 Bisquets Obregón Villahermosa, Tabasco.\n📍 Bisquets Obregón Tuxtla Gutiérrez, Chiapas.\n\nO Inscríbete en línea 👉🏼 www.finisher.mx\n\nDescarga la Convocatoria OFICIAL aquí 👉🏼 https://drive.google.com/file/d/1VuiJttceuqCdLsPWvhBF60SN3d9q2eFV/view?usp=sharing\n\n#LaRutaMasUrbana #FinisherExperience #CarreraUrbanaBisquetsObregon #Ruta42 #SunpeedVillahermosa #huitziquetla""]","[""www.finisher.mx""]",,,03/10/2022,04/10/2022,"[{""percentage"":""0.025743"",""region"":""Chiapas""},{""percentage"":""0.974257"",""region"":""Tabasco""}]","[{""percentage"":""0.002626"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.002626"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.001313"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.00394"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.00197"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.000657"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.001313"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.000657"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.004596"",""age"":""13-17"",""gender"":""unknown""},{""percentage"":""0.000657"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.508864"",""age"":""13-17"",""gender"":""female""},{""percentage"":""0.468812"",""age"":""13-17"",""gender"":""male""},{""percentage"":""0.00197"",""age"":""25-34"",""gender"":""male""}]",,,1000,1999,3a Carrera Urbana Bisquets Obregón 2022,"[""facebook"",""instagram"",""messenger""]",0,99,1,0.1,neutro,"<pad> [""FACE TO ALL, who accompanied us to the ROUND OF RECOGNITION.\n\n3a. Urban Race Bisquets Obregón 2022\n#LaRutaMasUrbana \n\nBuy your registration codes at your favorite restaurants:\n\n<unk> Bisquets Obregón Villahermosa, Tabasco.\n<unk> Bisquets Obregón Tuxtla Gutiérrez, Chiapas.\n\n\nO Sign up online <unk> www.finisher.mx\n\n\nDownload the OFICIAL Call here <unk> https://drive.google.com/file/d/1VuiJtceuqCdLsPWvhBF60SN3d9q2eFV/view?usp=sharing\n#LaRutaMasUrbana #FinisherExperience #CarreraUrbanaBisquetsObrego #Ruta42 #SunpeedVillazermosa#""</s>"
16,6.45638E+14,18/03/2022,"[""Empieza a estudiar una carrera GRATIS en Línea en la Universidad de la SEP ✅ Consulta toda la información ⤵\n\nhttps://bit.ly/3JgU93u""]","[""elpaisamexicano.com""]","[""UNADM - Universidad Abierta y a Distancia por medio de SEP 2022 - Inscribete hoy mismo y comienza la próxima semana""]","[""UNADM – Universidad Abierta y a Distancia de México""]",18/03/2022,20/03/2022,"[{""percentage"":""0.007133"",""region"":""Aguascalientes""},{""percentage"":""0.008712"",""region"":""Nayarit""},{""percentage"":""0.025102"",""region"":""Yucatán""},{""percentage"":""0.082058"",""region"":""Veracruz""},{""percentage"":""0.012252"",""region"":""Tlaxcala""},{""percentage"":""0.029404"",""region"":""Tamaulipas""},{""percentage"":""0.034794"",""region"":""Tabasco""},{""percentage"":""0.017751"",""region"":""Sonora""},{""percentage"":""0.017969"",""region"":""Sinaloa""},{""percentage"":""0.032834"",""region"":""San Luis Potosi""},{""percentage"":""0.014756"",""region"":""Quintana Roo""},{""percentage"":""0.017261"",""region"":""Querétaro Arteaga""},{""percentage"":""0.075252"",""region"":""Puebla""},{""percentage"":""0.053308"",""region"":""Oaxaca""},{""percentage"":""0.027716"",""region"":""Nuevo León""},{""percentage"":""0.014375"",""region"":""Morelos""},{""percentage"":""0.015464"",""region"":""Baja California""},{""percentage"":""0.045086"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.094691"",""region"":""State of Mexico""},{""percentage"":""0.037953"",""region"":""Jalisco""},{""percentage"":""0.035393"",""region"":""Hidalgo""},{""percentage"":""0.053036"",""region"":""Guerrero""},{""percentage"":""0.056575"",""region"":""Guanajuato""},{""percentage"":""0.0159"",""region"":""Durango""},{""percentage"":""0.033542"",""region"":""Distrito Federal""},{""percentage"":""0.004683"",""region"":""Colima""},{""percentage"":""0.022597"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.025756"",""region"":""Chihuahua""},{""percentage"":""0.060441"",""region"":""Chiapas""},{""percentage"":""0.008386"",""region"":""Campeche""},{""percentage"":""0.005282"",""region"":""Baja California Sur""},{""percentage"":""0.014539"",""region"":""Zacatecas""}]","[{""percentage"":""5.3E-5"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000847"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.003072"",""age"":""13-17"",""gender"":""unknown""},{""percentage"":""0.0009"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.000953"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.618632"",""age"":""13-17"",""gender"":""female""},{""percentage"":""0.368923"",""age"":""13-17"",""gender"":""male""},{""percentage"":""0.000371"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.000318"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.000741"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.001536"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.000424"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.000741"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.001006"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.000265"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.001218"",""age"":""55-64"",""gender"":""male""}]",1000001,,20000,24999,3D MEX,"[""facebook"",""instagram""]",100,199,2,0.4,positivo,"<pad> [""Start studying a FREE Online career at the University of the SEP"" Read all the information <unk> n\nhttps://bit.ly/3JgU93u""]</s>"
17,7.99086E+14,13/10/2022,"[""Na 3M trabalhamos lado a lado com especialistas, clientes e comunidades para cuidar dos ecossistemas latino-americanos.""]","[""curiosidad.3m.com""]",,"[""Saiba mais""]",13/10/2022,24/11/2022,"[{""percentage"":""0.015273"",""region"":""Alagoas""},{""percentage"":""0.0043"",""region"":""Acre (state)""},{""percentage"":""0.003262"",""region"":""Roraima""},{""percentage"":""0.011121"",""region"":""Tocantins""},{""percentage"":""0.043298"",""region"":""Goiás""},{""percentage"":""0.014531"",""region"":""Rondônia""},{""percentage"":""0.022539"",""region"":""Rio Grande do Norte""},{""percentage"":""0.068802"",""region"":""Rio de Janeiro (state)""},{""percentage"":""0.015421"",""region"":""Piauí""},{""percentage"":""0.067912"",""region"":""Paraná""},{""percentage"":""0.024763"",""region"":""Espírito Santo""},{""percentage"":""0.009786"",""region"":""Federal District""},{""percentage"":""0.004745"",""region"":""Amapá""},{""percentage"":""0.040332"",""region"":""Pernambuco""},{""percentage"":""0.015273"",""region"":""Amazonas""},{""percentage"":""0.140569"",""region"":""São Paulo (state)""},{""percentage"":""0.045225"",""region"":""Santa Catarina""},{""percentage"":""0.059905"",""region"":""Rio Grande do Sul""},{""percentage"":""0.021649"",""region"":""Paraíba""},{""percentage"":""0.039146"",""region"":""Pará""},{""percentage"":""0.126928"",""region"":""Minas Gerais""},{""percentage"":""0.032918"",""region"":""Mato Grosso""},{""percentage"":""0.032473"",""region"":""Maranhão""},{""percentage"":""0.028025"",""region"":""Mato Grosso do Sul""},{""percentage"":""0.044336"",""region"":""Ceará""},{""percentage"":""0.058126"",""region"":""Bahia""},{""percentage"":""0.009342"",""region"":""Sergipe""}]","[{""percentage"":""0.000897"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.028866"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.019294"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.257703"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.282082"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.193987"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.215076"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.002094"",""age"":""25-34"",""gender"":""unknown""}]",1000001,,8000,8999,3M,"[""facebook"",""instagram"",""messenger""]",200,299,42,0,neutro,"<pad> [""Na 3M we work side by side with specialists, customers and communities to care for two Latin American ecosystems.""]</s>"
18,1.53695E+15,02/10/2022,"[""Nos vemos en The Drummer Dungeon Expo\nEvento para bateristas \""La fiesta de los bateristas\"" \n\nMarcas presentes en la Expo:\nRevolver Drum Shop Mx \nCentent Cymbals México \nCarbone Skull \nFire Beat \nRingshoX \nKillgomita \nDrum Mx \nGEMES M-3  \nGR Percussion \nJEllY Drum Gels \nHARAM \nDorado - Practice Pads \nDominion Cymbals \nKz In-Ears CDMX  \nEmpire Drum Company \nYamaha Drums México  \nY obvio: 3MinutosBateria \n\n2 clínicas:\nWinston Marcos Bateria y @Bruno Ramìrez \n\n¿Cuándo? Miércoles 5 de octubre 2022\n\n¿Dónde? Foro Cultural Moctezuma\nAv. Emilio Carranza 22, colonia Moctezuma, Venustiano Carranza, 15500, Ciudad de México.\n\n¿A qué hora? 12:00 a 7:30 p.m.\n\n¿Costo? $80 pesos por persona.\n\nAdquiere tus boletos con: Lian Karen Fiesco\nThe Drummer Dungeon Expo 2022\n\n#baterista #bateria #bateristasdemexico #bateristasmexico #bateristasmexicanos #bateristasmexicanas #drummers #drummer #drum #Batería #AmoLaBateria #drums #drumlife""]",,,,03/10/2022,04/10/2022,"[{""percentage"":""0.107522"",""region"":""Distrito Federal""},{""percentage"":""0.122971"",""region"":""Hidalgo""},{""percentage"":""0.570069"",""region"":""State of Mexico""},{""percentage"":""0.132959"",""region"":""Morelos""},{""percentage"":""0.044632"",""region"":""Puebla""},{""percentage"":""0.021848"",""region"":""Tlaxcala""}]","[{""percentage"":""0.000308"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.112105"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.017116"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.04256"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.133693"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.06384"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.101157"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.200925"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.088512"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.000617"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.04148"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.072167"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.088204"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.035466"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.000617"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.000308"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.000308"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.000617"",""age"":""65+"",""gender"":""unknown""}]",,,6000,6999,3MinutosBateria,"[""facebook"",""instagram"",""audience_network"",""messenger""]",100,199,1,0.033333333,neutro,"<pad> [""See you at The Drummer Dungeon Expo\nEvent for drummers \""The party of drummers\"" \n\n\nMarks present at the Expo:\nRevolver Drum Shop Mx \nCententent Cymbals Mexico \nCarbone Skull \nFire Beat \nRingshoX \nKillgomita \nDrum Mx \nGEMS M-3 \nGR Percussion \nJellY Drum Gels \nHARAM \nDorado - Practice Pads \nDominion Cymbals \nKz In-Ears CDMX \nEmpire Drum Company \nYamaha Drums Mexico\nY obvious person: 3Minutos Bateria \n\n2 clinics:\nWinston Bateria Marcos Bateria & @Brunez Ramírez\n\n? When? Wednesday 5 October 2022\n\n\n Mexico, Cultural Forum.</s>"
19,6.40356E+14,07/08/2020,"[""🔴 BUSCAS EMPLEO? REGISTRATE CON NOSOTROS! 😀\n🌐 Registro: http://bit.ly/REGISTROLABORAL\n📲 WhatsApp: https://wa.me/message/PBIFNNJJ4BHEE1\n📩 Envia tu CV: reclutamiento@3rlaboral.com\n\n#vacante #trabajo #empleo #bolsadetrabajo #reclutamiento #rrhh #queretaro #elmarques #lagriega""]",,,,07/08/2020,08/08/2020,"[{""percentage"":""1"",""region"":""Querétaro Arteaga""}]","[{""percentage"":""0.006843"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.175182"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.078011"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.095803"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.150091"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.180657"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.042427"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.104015"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.132755"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.00958"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.000456"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.010036"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.01323"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.000912"",""age"":""25-34"",""gender"":""unknown""}]",100001,500000,2000,2999,3R Laboral,"[""facebook"",""instagram"",""audience_network""]",0,99,1,0,neutro,"<pad> Register with us! <unk> n<unk> Register: http://bit.ly/REGISTROLABORAL\n<unk> WhatsApp: https://wa.me/message/PBIFNNJJ4BHEE1\n<unk> Send your CV: recruitment@3rlaboral.com\n\n#vacant #job #employment #bolsadework #recruitment #rrrhh #queretaro #elmarques #lagriega""]</s>"
